🚀🚀 Script starts...
output_model_dir='ckpt/conversion/qwen3_4b_i_sft_lora_conversion/v1.1/20260814_235452/'
Using LoRA with config: peft_config=LoraConfig(task_type=None, peft_type=<PeftType.LORA: 'LORA'>, auto_mapping=None, peft_version='0.20.0', base_model_name_or_path=None, revision=None, inference_mode=False, r=16, target_modules={'down_proj', 'up_proj', 'v_proj', 'gate_proj', 'k_proj', 'o_proj', 'q_proj'}, exclude_modules=None, lora_alpha=32, lora_dropout=0.05, fan_in_fan_out=False, bias='none', use_rslora=False, modules_to_save=None, init_lora_weights=True, layers_to_transform=None, layers_pattern=None, rank_pattern={}, alpha_pattern={}, megatron_config=None, megatron_core='megatron.core', trainable_token_indices=None, loftq_config={}, eva_config=None, corda_config=None, lora_ga_config=None, use_dora=False, velora_config=None, alora_invocation_tokens=None, use_qalora=False, qalora_group_size=16, monteclora_config=None, layer_replication=None, runtime_config=LoraRuntimeConfig(ephemeral_gpu_offload=False), lora_bias=False, target_parameters=None, use_bdlora=None, arrow_config=None, ensure_weight_tying=False)
Training args: training_args=SFTConfig(output_dir='ckpt/conversion/qwen3_4b_i_sft_lora_conversion/v1.1/20260814_235452/', per_device_train_batch_size=1, num_train_epochs=10, max_steps=-1, learning_rate=0.0001, lr_scheduler_type=<SchedulerType.LINEAR: 'linear'>, lr_scheduler_kwargs=None, warmup_steps=0.03, optim=<OptimizerNames.ADAMW_TORCH_FUSED: 'adamw_torch_fused'>, optim_args=None, weight_decay=0.0, adam_beta1=0.9, adam_beta2=0.999, adam_epsilon=1e-08, optim_target_modules=None, gradient_accumulation_steps=16, average_tokens_across_devices=True, max_grad_norm=1.0, label_smoothing_factor=0.0, bf16=True, fp16=False, bf16_full_eval=False, fp16_full_eval=False, tf32=None, gradient_checkpointing=True, gradient_checkpointing_kwargs={'use_reentrant': False}, torch_compile=False, torch_compile_backend=None, torch_compile_mode=None, use_liger_kernel=False, liger_kernel_config=None, use_cache=False, neftune_noise_alpha=None, torch_empty_cache_steps=None, auto_find_batch_size=False, logging_strategy=<IntervalStrategy.STEPS: 'steps'>, logging_steps=16, logging_first_step=False, log_on_each_node=True, logging_nan_inf_filter=True, include_num_input_tokens_seen='no', log_level='passive', log_level_replica='warning', disable_tqdm=False, report_to=['wandb'], run_name='qwen3_4b_i_sft_lora_conversion_v1.1_20260814_235452', project='huggingface', trackio_space_id=None, trackio_bucket_id=None, trackio_static_space_id=None, eval_strategy=<IntervalStrategy.EPOCH: 'epoch'>, eval_steps=None, eval_delay=0, per_device_eval_batch_size=1, prediction_loss_only=False, eval_on_start=False, eval_do_concat_batches=True, eval_use_gather_object=False, eval_accumulation_steps=1, include_for_metrics=[], batch_eval_metrics=False, save_only_model=False, save_strategy=<SaveStrategy.EPOCH: 'epoch'>, save_steps=None, save_on_each_node=False, save_total_limit=None, enable_jit_checkpoint=False, push_to_hub=False, hub_token=None, hub_private_repo=None, hub_model_id=None, hub_strategy=<HubStrategy.EVERY_SAVE: 'every_save'>, hub_always_push=False, hub_revision=None, load_best_model_at_end=True, metric_for_best_model='eval_loss', greater_is_better=False, ignore_data_skip=False, restore_callback_states_from_checkpoint=False, full_determinism=False, seed=42, data_seed=None, use_cpu=False, accelerator_config=AcceleratorConfig(split_batches=False, dispatch_batches=None, even_batches=True, use_seedable_sampler=True, non_blocking=False, gradient_accumulation_kwargs=None, use_configured_state=False), parallelism_config=None, dataloader_drop_last=False, dataloader_num_workers=0, dataloader_pin_memory=True, dataloader_persistent_workers=False, dataloader_prefetch_factor=None, remove_unused_columns=True, label_names=None, train_sampling_strategy='random', length_column_name='length', ddp_find_unused_parameters=None, ddp_bucket_cap_mb=None, ddp_broadcast_buffers=None, ddp_static_graph=None, ddp_backend=None, ddp_timeout=1800, fsdp=None, fsdp_config=None, deepspeed=None, debug=[], skip_memory_metrics=True, do_train=False, do_eval=True, do_predict=False, resume_from_checkpoint=None, warmup_ratio=None, logging_dir=None, local_rank=-1, model_init_kwargs=None, router_aux_loss_coef=0.001, trust_remote_code=False, chat_template_path=None, dataset_text_field='text', dataset_kwargs=None, dataset_num_proc=None, eos_token=None, max_length=8192, truncation_mode='keep_start', shuffle_dataset=False, packing=False, packing_strategy='bfd', padding_free=False, pad_to_multiple_of=None, eval_packing=None, completion_only_loss=None, assistant_only_loss=False, loss_type='chunked_nll', activation_offloading=False, pad_token=None)
🕙🕙 Start training...
{'loss': '1.664', 'grad_norm': '2.242', 'learning_rate': '1.136e-05', 'entropy': '0.5744', 'num_tokens': '8.625e+04', 'mean_token_accuracy': '0.6016', 'epoch': '0.03662'}
{'loss': '0.3283', 'grad_norm': '1.388', 'learning_rate': '9.37e-05', 'entropy': '0.3838', 'num_tokens': '2.441e+06', 'mean_token_accuracy': '0.8618', 'epoch': '0.9155'}
{'loss': '0.3389', 'grad_norm': '1.444', 'learning_rate': '9.332e-05', 'entropy': '0.3916', 'num_tokens': '2.528e+06', 'mean_token_accuracy': '0.8587', 'epoch': '0.9521'}
{'loss': '0.2965', 'grad_norm': '2.126', 'learning_rate': '9.294e-05', 'entropy': '0.3646', 'num_tokens': '2.641e+06', 'mean_token_accuracy': '0.8777', 'epoch': '0.9887'}
{'eval_loss': '0.3563', 'eval_runtime': '74.26', 'eval_samples_per_second': '11.77', 'eval_steps_per_second': '11.77', 'eval_entropy': '0.3704', 'eval_num_tokens': '2.679e+06', 'eval_mean_token_accuracy': '0.8729', 'epoch': '1'}
{'loss': '0.273', 'grad_norm': '1.546', 'learning_rate': '9.257e-05', 'entropy': '0.3353', 'num_tokens': '2.741e+06', 'mean_token_accuracy': '0.886', 'epoch': '1.025'}
{'loss': '0.2548', 'grad_norm': '1.789', 'learning_rate': '9.219e-05', 'entropy': '0.311', 'num_tokens': '2.844e+06', 'mean_token_accuracy': '0.8937', 'epoch': '1.062'}
{'loss': '0.2688', 'grad_norm': '1.829', 'learning_rate': '9.181e-05', 'entropy': '0.3087', 'num_tokens': '2.94e+06', 'mean_token_accuracy': '0.8969', 'epoch': '1.098'}
{'loss': '0.236', 'grad_norm': '1.624', 'learning_rate': '9.143e-05', 'entropy': '0.2883', 'num_tokens': '3.035e+06', 'mean_token_accuracy': '0.9023', 'epoch': '1.135'}
{'loss': '0.244', 'grad_norm': '2.623', 'learning_rate': '9.106e-05', 'entropy': '0.2791', 'num_tokens': '3.138e+06', 'mean_token_accuracy': '0.9027', 'epoch': '1.172'}
{'loss': '0.2195', 'grad_norm': '1.999', 'learning_rate': '9.068e-05', 'entropy': '0.2786', 'num_tokens': '3.24e+06', 'mean_token_accuracy': '0.9083', 'epoch': '1.208'}
{'loss': '0.216', 'grad_norm': '1.615', 'learning_rate': '9.03e-05', 'entropy': '0.2679', 'num_tokens': '3.347e+06', 'mean_token_accuracy': '0.9111', 'epoch': '1.245'}
{'loss': '0.2184', 'grad_norm': '1.33', 'learning_rate': '8.992e-05', 'entropy': '0.266', 'num_tokens': '3.44e+06', 'mean_token_accuracy': '0.9087', 'epoch': '1.282'}
{'loss': '0.193', 'grad_norm': '1.684', 'learning_rate': '8.955e-05', 'entropy': '0.238', 'num_tokens': '3.54e+06', 'mean_token_accuracy': '0.9205', 'epoch': '1.318'}
{'loss': '0.1932', 'grad_norm': '1.174', 'learning_rate': '8.917e-05', 'entropy': '0.2305', 'num_tokens': '3.661e+06', 'mean_token_accuracy': '0.9268', 'epoch': '1.355'}
{'loss': '0.2007', 'grad_norm': '1.622', 'learning_rate': '8.879e-05', 'entropy': '0.2435', 'num_tokens': '3.742e+06', 'mean_token_accuracy': '0.9141', 'epoch': '1.391'}
{'loss': '0.1899', 'grad_norm': '1.727', 'learning_rate': '8.841e-05', 'entropy': '0.2386', 'num_tokens': '3.839e+06', 'mean_token_accuracy': '0.9186', 'epoch': '1.428'}
{'loss': '0.1706', 'grad_norm': '1.637', 'learning_rate': '8.804e-05', 'entropy': '0.2196', 'num_tokens': '3.929e+06', 'mean_token_accuracy': '0.9292', 'epoch': '1.465'}
{'loss': '0.1771', 'grad_norm': '1.818', 'learning_rate': '8.766e-05', 'entropy': '0.2256', 'num_tokens': '4.027e+06', 'mean_token_accuracy': '0.9241', 'epoch': '1.501'}
{'loss': '0.16', 'grad_norm': '2.169', 'learning_rate': '8.728e-05', 'entropy': '0.21', 'num_tokens': '4.13e+06', 'mean_token_accuracy': '0.9305', 'epoch': '1.538'}
{'loss': '0.1694', 'grad_norm': '1.497', 'learning_rate': '8.69e-05', 'entropy': '0.2165', 'num_tokens': '4.21e+06', 'mean_token_accuracy': '0.9288', 'epoch': '1.574'}
{'loss': '0.1573', 'grad_norm': '1.269', 'learning_rate': '8.653e-05', 'entropy': '0.2095', 'num_tokens': '4.304e+06', 'mean_token_accuracy': '0.9336', 'epoch': '1.611'}
{'loss': '0.1553', 'grad_norm': '1.634', 'learning_rate': '8.615e-05', 'entropy': '0.1983', 'num_tokens': '4.402e+06', 'mean_token_accuracy': '0.9345', 'epoch': '1.648'}
{'loss': '0.1482', 'grad_norm': '1.433', 'learning_rate': '8.577e-05', 'entropy': '0.2002', 'num_tokens': '4.507e+06', 'mean_token_accuracy': '0.937', 'epoch': '1.684'}
{'loss': '0.132', 'grad_norm': '1.56', 'learning_rate': '8.539e-05', 'entropy': '0.1741', 'num_tokens': '4.607e+06', 'mean_token_accuracy': '0.9456', 'epoch': '1.721'}
{'loss': '0.1349', 'grad_norm': '1.619', 'learning_rate': '8.502e-05', 'entropy': '0.1867', 'num_tokens': '4.701e+06', 'mean_token_accuracy': '0.9433', 'epoch': '1.758'}
{'loss': '0.1367', 'grad_norm': '2.07', 'learning_rate': '8.464e-05', 'entropy': '0.1824', 'num_tokens': '4.79e+06', 'mean_token_accuracy': '0.9429', 'epoch': '1.794'}
{'loss': '0.1404', 'grad_norm': '1.736', 'learning_rate': '8.426e-05', 'entropy': '0.1793', 'num_tokens': '4.882e+06', 'mean_token_accuracy': '0.9458', 'epoch': '1.831'}
{'loss': '0.1259', 'grad_norm': '1.996', 'learning_rate': '8.388e-05', 'entropy': '0.1627', 'num_tokens': '4.974e+06', 'mean_token_accuracy': '0.9501', 'epoch': '1.867'}
{'loss': '0.1314', 'grad_norm': '1.39', 'learning_rate': '8.351e-05', 'entropy': '0.1825', 'num_tokens': '5.076e+06', 'mean_token_accuracy': '0.9482', 'epoch': '1.904'}
{'loss': '0.1155', 'grad_norm': '1.175', 'learning_rate': '8.313e-05', 'entropy': '0.165', 'num_tokens': '5.193e+06', 'mean_token_accuracy': '0.9466', 'epoch': '1.941'}
{'loss': '0.1141', 'grad_norm': '1.9', 'learning_rate': '8.275e-05', 'entropy': '0.1631', 'num_tokens': '5.293e+06', 'mean_token_accuracy': '0.9529', 'epoch': '1.977'}
{'eval_loss': '0.1485', 'eval_runtime': '68.23', 'eval_samples_per_second': '12.81', 'eval_steps_per_second': '12.81', 'eval_entropy': '0.1494', 'eval_num_tokens': '5.357e+06', 'eval_mean_token_accuracy': '0.9481', 'epoch': '2'}
{'loss': '0.0881', 'grad_norm': '1.45', 'learning_rate': '8.237e-05', 'entropy': '0.1346', 'num_tokens': '5.402e+06', 'mean_token_accuracy': '0.9612', 'epoch': '2.014'}
{'loss': '0.09155', 'grad_norm': '2.177', 'learning_rate': '8.2e-05', 'entropy': '0.1266', 'num_tokens': '5.49e+06', 'mean_token_accuracy': '0.9653', 'epoch': '2.05'}
{'loss': '0.08513', 'grad_norm': '1.566', 'learning_rate': '8.162e-05', 'entropy': '0.1171', 'num_tokens': '5.594e+06', 'mean_token_accuracy': '0.9655', 'epoch': '2.087'}
{'loss': '0.08109', 'grad_norm': '1.339', 'learning_rate': '8.124e-05', 'entropy': '0.1215', 'num_tokens': '5.703e+06', 'mean_token_accuracy': '0.9647', 'epoch': '2.124'}
{'loss': '0.08108', 'grad_norm': '1.399', 'learning_rate': '8.086e-05', 'entropy': '0.1218', 'num_tokens': '5.815e+06', 'mean_token_accuracy': '0.9662', 'epoch': '2.16'}
{'loss': '0.08005', 'grad_norm': '1.629', 'learning_rate': '8.049e-05', 'entropy': '0.12', 'num_tokens': '5.903e+06', 'mean_token_accuracy': '0.9663', 'epoch': '2.197'}
{'loss': '0.07663', 'grad_norm': '1.806', 'learning_rate': '8.011e-05', 'entropy': '0.1147', 'num_tokens': '5.987e+06', 'mean_token_accuracy': '0.9681', 'epoch': '2.233'}
{'loss': '0.07475', 'grad_norm': '1.207', 'learning_rate': '7.973e-05', 'entropy': '0.1152', 'num_tokens': '6.083e+06', 'mean_token_accuracy': '0.9687', 'epoch': '2.27'}
{'loss': '0.08596', 'grad_norm': '1.756', 'learning_rate': '7.935e-05', 'entropy': '0.1123', 'num_tokens': '6.182e+06', 'mean_token_accuracy': '0.9692', 'epoch': '2.307'}
{'loss': '0.07939', 'grad_norm': '0.9723', 'learning_rate': '7.898e-05', 'entropy': '0.1199', 'num_tokens': '6.283e+06', 'mean_token_accuracy': '0.9672', 'epoch': '2.343'}
{'loss': '0.06849', 'grad_norm': '2.008', 'learning_rate': '7.86e-05', 'entropy': '0.1014', 'num_tokens': '6.385e+06', 'mean_token_accuracy': '0.9719', 'epoch': '2.38'}
{'loss': '0.07461', 'grad_norm': '1.223', 'learning_rate': '7.822e-05', 'entropy': '0.1086', 'num_tokens': '6.491e+06', 'mean_token_accuracy': '0.9699', 'epoch': '2.417'}
{'loss': '0.07135', 'grad_norm': '1.373', 'learning_rate': '7.784e-05', 'entropy': '0.1067', 'num_tokens': '6.585e+06', 'mean_token_accuracy': '0.97', 'epoch': '2.453'}
{'loss': '0.06128', 'grad_norm': '1.437', 'learning_rate': '7.747e-05', 'entropy': '0.09349', 'num_tokens': '6.671e+06', 'mean_token_accuracy': '0.9751', 'epoch': '2.49'}
{'loss': '0.06457', 'grad_norm': '2.133', 'learning_rate': '7.709e-05', 'entropy': '0.1044', 'num_tokens': '6.761e+06', 'mean_token_accuracy': '0.9711', 'epoch': '2.526'}
{'loss': '0.06846', 'grad_norm': '1.506', 'learning_rate': '7.671e-05', 'entropy': '0.09724', 'num_tokens': '6.849e+06', 'mean_token_accuracy': '0.9748', 'epoch': '2.563'}
{'loss': '0.06998', 'grad_norm': '1.108', 'learning_rate': '7.633e-05', 'entropy': '0.1009', 'num_tokens': '6.965e+06', 'mean_token_accuracy': '0.9743', 'epoch': '2.6'}
{'loss': '0.0707', 'grad_norm': '1.144', 'learning_rate': '7.596e-05', 'entropy': '0.0998', 'num_tokens': '7.063e+06', 'mean_token_accuracy': '0.9695', 'epoch': '2.636'}
{'loss': '0.06617', 'grad_norm': '1.836', 'learning_rate': '7.558e-05', 'entropy': '0.09924', 'num_tokens': '7.154e+06', 'mean_token_accuracy': '0.9701', 'epoch': '2.673'}
{'loss': '0.0575', 'grad_norm': '1.504', 'learning_rate': '7.52e-05', 'entropy': '0.09735', 'num_tokens': '7.246e+06', 'mean_token_accuracy': '0.9745', 'epoch': '2.709'}
{'loss': '0.05407', 'grad_norm': '1.603', 'learning_rate': '7.482e-05', 'entropy': '0.09276', 'num_tokens': '7.361e+06', 'mean_token_accuracy': '0.9756', 'epoch': '2.746'}
{'loss': '0.05844', 'grad_norm': '1.672', 'learning_rate': '7.445e-05', 'entropy': '0.08569', 'num_tokens': '7.46e+06', 'mean_token_accuracy': '0.9772', 'epoch': '2.783'}
{'loss': '0.05434', 'grad_norm': '1.619', 'learning_rate': '7.407e-05', 'entropy': '0.08756', 'num_tokens': '7.55e+06', 'mean_token_accuracy': '0.9776', 'epoch': '2.819'}
{'loss': '0.05464', 'grad_norm': '1.492', 'learning_rate': '7.369e-05', 'entropy': '0.08798', 'num_tokens': '7.658e+06', 'mean_token_accuracy': '0.9759', 'epoch': '2.856'}
{'loss': '0.05643', 'grad_norm': '1.419', 'learning_rate': '7.331e-05', 'entropy': '0.09347', 'num_tokens': '7.763e+06', 'mean_token_accuracy': '0.9745', 'epoch': '2.893'}
{'loss': '0.04972', 'grad_norm': '1.851', 'learning_rate': '7.294e-05', 'entropy': '0.08264', 'num_tokens': '7.852e+06', 'mean_token_accuracy': '0.976', 'epoch': '2.929'}
{'loss': '0.05386', 'grad_norm': '1.665', 'learning_rate': '7.256e-05', 'entropy': '0.08175', 'num_tokens': '7.942e+06', 'mean_token_accuracy': '0.9779', 'epoch': '2.966'}
{'eval_loss': '0.08484', 'eval_runtime': '67.49', 'eval_samples_per_second': '12.95', 'eval_steps_per_second': '12.95', 'eval_entropy': '0.0915', 'eval_num_tokens': '8.036e+06', 'eval_mean_token_accuracy': '0.9721', 'epoch': '3'}
{'loss': '0.05112', 'grad_norm': '1.356', 'learning_rate': '7.218e-05', 'entropy': '0.06752', 'num_tokens': '8.04e+06', 'mean_token_accuracy': '0.9801', 'epoch': '3.002'}
{'loss': '0.03881', 'grad_norm': '1.91', 'learning_rate': '7.18e-05', 'entropy': '0.0686', 'num_tokens': '8.13e+06', 'mean_token_accuracy': '0.9856', 'epoch': '3.039'}
{'loss': '0.03819', 'grad_norm': '0.979', 'learning_rate': '7.143e-05', 'entropy': '0.0673', 'num_tokens': '8.215e+06', 'mean_token_accuracy': '0.9836', 'epoch': '3.076'}
{'loss': '0.0368', 'grad_norm': '0.8432', 'learning_rate': '7.105e-05', 'entropy': '0.05963', 'num_tokens': '8.321e+06', 'mean_token_accuracy': '0.9858', 'epoch': '3.112'}
{'loss': '0.04086', 'grad_norm': '1.305', 'learning_rate': '7.067e-05', 'entropy': '0.06475', 'num_tokens': '8.412e+06', 'mean_token_accuracy': '0.9835', 'epoch': '3.149'}
{'loss': '0.03466', 'grad_norm': '1.346', 'learning_rate': '7.029e-05', 'entropy': '0.06114', 'num_tokens': '8.507e+06', 'mean_token_accuracy': '0.9846', 'epoch': '3.185'}
{'loss': '0.03538', 'grad_norm': '1.498', 'learning_rate': '6.992e-05', 'entropy': '0.06009', 'num_tokens': '8.613e+06', 'mean_token_accuracy': '0.9836', 'epoch': '3.222'}
{'loss': '0.03686', 'grad_norm': '1.335', 'learning_rate': '6.954e-05', 'entropy': '0.06034', 'num_tokens': '8.723e+06', 'mean_token_accuracy': '0.9833', 'epoch': '3.259'}
{'loss': '0.03679', 'grad_norm': '1.481', 'learning_rate': '6.916e-05', 'entropy': '0.06147', 'num_tokens': '8.819e+06', 'mean_token_accuracy': '0.9858', 'epoch': '3.295'}
{'loss': '0.03434', 'grad_norm': '1.576', 'learning_rate': '6.878e-05', 'entropy': '0.05488', 'num_tokens': '8.91e+06', 'mean_token_accuracy': '0.9874', 'epoch': '3.332'}
